session_id,device,user_market
sess_10159,desktop,ES
sess_10160,mobile,IT
sess_10161,mobile,ES
sess_10162,mobile,FR
sess_10163,mobile,FR
sess_10164,mobile,ES
sess_10165,desktop,US
sess_10166,mobile,ES
sess_10167,mobile,ES
sess_10168,mobile,ES
sess_10169,mobile,GB
sess_10170,desktop,FR
sess_10171,mobile,IT
sess_10172,mobile,ES
sess_10173,mobile,ES
sess_10174,mobile,FR
sess_10175,mobile,GB
sess_10176,desktop,AR
sess_10177,mobile,ES
sess_10178,desktop,IT
sess_10179,mobile,AR
sess_10180,mobile,FR
sess_10181,mobile,GB
sess_10182,desktop,ES
sess_10183,desktop,MX
sess_10184,mobile,GB
sess_10185,desktop,MX
sess_10186,desktop,DE
sess_10187,mobile,FR
sess_10188,mobile,MX
sess_10189,mobile,ES
sess_10190,mobile,FR
sess_10191,desktop,DE
sess_10192,desktop,GB
sess_10193,mobile,MX
sess_10194,mobile,ES
sess_10195,mobile,GB
sess_10196,desktop,DE
sess_10197,desktop,ES
sess_10198,desktop,FR
sess_10199,desktop,ES
sess_10200,mobile,FR
sess_10201,mobile,US
sess_10202,mobile,IT
sess_10203,desktop,DE
sess_10204,mobile,CO
sess_10205,mobile,FR
sess_10206,mobile,GB
sess_10207,desktop,FR
sess_10208,mobile,PT
sess_10209,mobile,ES
sess_10210,mobile,MX
sess_10211,desktop,ES
sess_10212,desktop,FR
sess_10213,mobile,GB
sess_10214,desktop,FR
sess_10215,mobile,IT
sess_10216,mobile,FR
sess_10217,desktop,DE
sess_10218,mobile,ES
sess_10219,desktop,ES
sess_10220,desktop,ES
sess_10221,mobile,FR
sess_10222,mobile,ES
sess_10223,mobile,FR
sess_10224,mobile,FR
sess_10225,mobile,ES
sess_10226,desktop,IT
sess_10227,mobile,AR
sess_10228,desktop,ES
sess_10229,mobile,IT
sess_10230,desktop,DE
sess_10231,mobile,FR
sess_10232,mobile,DE
sess_10233,mobile,FR
sess_10234,mobile,IT
sess_10235,desktop,ES
sess_10236,mobile,DE
sess_10237,mobile,DE
sess_10238,mobile,ES
sess_10239,mobile,FR
sess_10240,desktop,CO
sess_10241,desktop,FR
sess_10242,desktop,IT
sess_10243,mobile,AR
sess_10244,mobile,DE
sess_10245,desktop,IT
sess_10246,mobile,GB
sess_10247,desktop,PT
sess_10248,desktop,FR
sess_10249,desktop,FR
sess_10250,mobile,FR
sess_10251,mobile,CO
sess_10252,desktop,DE
sess_10253,mobile,ES
sess_10254,mobile,PT
sess_10255,mobile,FR
sess_10256,desktop,ES
sess_10257,desktop,IT
sess_10258,mobile,FR
sess_10259,mobile,PT
sess_10260,mobile,ES
sess_10261,desktop,GB
sess_10262,mobile,IT
sess_10263,mobile,ES
sess_10264,desktop,CO
sess_10265,desktop,IT
sess_10266,desktop,ES
sess_10267,desktop,FR
sess_10268,mobile,PT
sess_10269,mobile,FR
sess_10270,desktop,ES
sess_10271,desktop,ES
sess_10272,desktop,ES
sess_10273,desktop,GB
sess_10274,mobile,FR
sess_10275,mobile,ES
sess_10276,desktop,ES
sess_10277,mobile,FR
sess_10278,desktop,MX
sess_10279,desktop,FR
sess_10280,desktop,US
sess_10281,mobile,FR
sess_10282,mobile,ES
sess_10283,mobile,AR
sess_10284,mobile,FR
sess_10285,mobile,DE
sess_10286,mobile,US
sess_10287,mobile,ES
sess_10288,mobile,ES
sess_10289,mobile,DE
sess_10290,mobile,ES
sess_10291,mobile,ES
sess_10292,desktop,ES
sess_10293,mobile,ES
sess_10294,mobile,GB
sess_10295,mobile,ES
sess_10296,desktop,FR
sess_10297,mobile,IT
sess_10298,mobile,FR
sess_10299,mobile,ES
sess_10300,mobile,GB
sess_10301,mobile,ES
sess_10302,mobile,GB
sess_10303,mobile,AR
sess_10304,desktop,FR
sess_10305,desktop,IT
sess_10306,mobile,FR
sess_10307,mobile,FR
sess_10308,desktop,AR
sess_10309,mobile,AR
sess_10310,mobile,FR
sess_10311,mobile,IT
sess_10312,mobile,MX
sess_10313,desktop,CO
sess_10314,desktop,IT
sess_10315,desktop,FR
sess_10316,mobile,ES
sess_10317,mobile,MX
sess_10318,mobile,ES
sess_10319,mobile,IT
sess_10320,mobile,ES
sess_10321,desktop,ES
sess_10322,desktop,FR
sess_10323,mobile,US
sess_10324,desktop,ES
sess_10325,desktop,IT
sess_10326,mobile,ES
sess_10327,mobile,ES
sess_10328,mobile,FR
sess_10329,mobile,IT
sess_10330,mobile,ES
sess_10331,desktop,FR
sess_10332,mobile,ES
sess_10333,mobile,FR
sess_10334,mobile,CO
sess_10335,mobile,MX
sess_10336,desktop,FR
sess_10337,desktop,IT
sess_10338,mobile,AR
sess_10339,mobile,ES
sess_10340,mobile,GB
sess_10341,mobile,MX
sess_10342,mobile,ES
sess_10343,mobile,ES
sess_10344,mobile,CO
sess_10345,mobile,IT
sess_10346,mobile,ES
sess_10347,mobile,ES
sess_10348,mobile,FR
sess_10349,mobile,DE
sess_10350,mobile,DE
sess_10351,desktop,US
sess_10352,desktop,ES
sess_10353,mobile,IT
sess_10354,mobile,IT
sess_10355,mobile,FR
sess_10356,mobile,ES
sess_10357,mobile,CO
sess_10358,desktop,PT
sess_10359,mobile,FR
sess_10360,mobile,IT
sess_10361,mobile,ES
sess_10362,mobile,IT
sess_10363,mobile,DE
sess_10364,desktop,IT
sess_10365,mobile,US
sess_10366,desktop,IT
sess_10367,desktop,FR
sess_10368,mobile,GB
sess_10369,mobile,ES
sess_10370,mobile,FR
sess_10371,mobile,FR
sess_10372,mobile,FR
sess_10373,desktop,GB
sess_10374,mobile,FR
sess_10375,mobile,GB
sess_10376,desktop,IT
sess_10377,mobile,FR
sess_10378,desktop,GB
sess_10379,mobile,ES
sess_10380,mobile,ES
sess_10381,desktop,IT
sess_10382,mobile,ES
sess_10383,desktop,ES
sess_10384,desktop,IT
sess_10385,desktop,IT
sess_10386,mobile,FR
sess_10387,mobile,CO
sess_10388,desktop,IT
sess_10389,desktop,PT
sess_10390,desktop,ES
sess_10391,mobile,IT
sess_10392,mobile,PT
sess_10393,desktop,IT
sess_10394,mobile,DE
sess_10395,desktop,FR
sess_10396,desktop,ES
sess_10397,mobile,FR
sess_10398,desktop,FR
sess_10399,desktop,PT
sess_10400,mobile,ES
sess_10401,desktop,CO
sess_10402,mobile,MX
sess_10403,desktop,ES
sess_10404,mobile,FR
sess_10405,desktop,AR
sess_10406,mobile,CO
sess_10407,mobile,FR
sess_10408,desktop,FR
sess_10409,mobile,IT
sess_10410,mobile,DE
sess_10411,desktop,ES
sess_10412,desktop,DE
sess_10413,mobile,ES
sess_10414,mobile,ES
sess_10415,mobile,FR
sess_10416,mobile,FR
sess_10417,mobile,FR
sess_10418,desktop,FR
sess_10419,desktop,FR
sess_10420,desktop,ES
sess_10421,desktop,FR
sess_10422,mobile,CO
sess_10423,mobile,FR
sess_10424,mobile,FR
sess_10425,mobile,IT
sess_10426,mobile,US
sess_10427,desktop,ES
sess_10428,mobile,DE
sess_10429,mobile,DE
sess_10430,mobile,IT
sess_10431,desktop,ES
sess_10432,mobile,DE
sess_10433,mobile,ES
sess_10434,mobile,IT
sess_10435,desktop,DE
sess_10436,mobile,ES
sess_10437,desktop,PT
sess_10438,desktop,ES
sess_10439,mobile,PT
sess_10440,mobile,FR
sess_10441,desktop,ES
sess_10442,mobile,ES
sess_10443,mobile,MX
sess_10444,desktop,ES
sess_10445,desktop,ES
sess_10446,desktop,FR
sess_10447,desktop,IT
sess_10448,mobile,IT
sess_10449,mobile,ES
sess_10450,desktop,ES
sess_10451,mobile,ES
sess_10452,mobile,ES
sess_10453,desktop,FR
sess_10454,mobile,DE
sess_10455,mobile,ES
sess_10456,mobile,FR
sess_10457,mobile,FR
sess_10458,mobile,CO
sess_10459,mobile,MX
sess_10460,mobile,GB
sess_10461,mobile,ES
sess_10462,desktop,ES
sess_10463,mobile,FR
sess_10464,desktop,ES
sess_10465,mobile,IT
sess_10466,mobile,GB
sess_10467,desktop,PT
sess_10468,mobile,PT
sess_10469,desktop,FR
sess_10470,mobile,DE
sess_10471,desktop,FR
sess_10472,mobile,ES
sess_10473,desktop,DE
sess_10474,mobile,ES
sess_10475,desktop,FR
sess_10476,mobile,FR
sess_10477,mobile,DE
sess_10478,desktop,GB
sess_10479,mobile,FR
sess_10480,mobile,GB
sess_10481,desktop,ES
sess_10482,mobile,FR
sess_10483,mobile,DE
sess_10484,mobile,DE
sess_10485,desktop,US
sess_10486,mobile,ES
sess_10487,mobile,DE
sess_10488,desktop,IT
sess_10489,desktop,AR
sess_10490,mobile,ES
sess_10491,mobile,GB
sess_10492,mobile,IT
sess_10493,mobile,ES
sess_10494,mobile,FR
sess_10495,mobile,FR
sess_10496,mobile,IT
sess_10497,mobile,AR
sess_10498,desktop,IT
sess_10499,desktop,IT
sess_10500,desktop,IT
sess_10501,mobile,ES
sess_10502,mobile,ES
sess_10503,desktop,FR
sess_10504,desktop,FR
sess_10505,mobile,ES
sess_10506,desktop,IT
sess_10507,desktop,FR
sess_10508,desktop,ES
sess_10509,desktop,FR
sess_10510,mobile,ES
sess_10511,mobile,MX
sess_10512,desktop,PT
sess_10513,desktop,DE
sess_10514,mobile,ES
sess_10515,mobile,GB
sess_10516,mobile,GB
sess_10517,desktop,GB
sess_10518,desktop,ES
sess_10519,mobile,IT
sess_10520,mobile,PT
sess_10521,mobile,IT
sess_10522,desktop,IT
sess_10523,desktop,FR
sess_10524,desktop,IT
sess_10525,mobile,ES
sess_10526,mobile,IT
sess_10527,mobile,ES
sess_10528,mobile,FR
sess_10529,desktop,ES
sess_10530,desktop,IT
sess_10531,desktop,ES
sess_10532,desktop,DE
sess_10533,mobile,GB
sess_10534,desktop,ES
sess_10535,desktop,ES
sess_10536,desktop,ES
sess_10537,mobile,PT
sess_10538,mobile,IT
sess_10539,mobile,FR
sess_10540,desktop,ES
sess_10541,mobile,IT
sess_10542,mobile,PT
sess_10543,desktop,GB
sess_10544,mobile,IT
sess_10545,mobile,ES
sess_10546,mobile,ES
sess_10547,desktop,ES
sess_10548,mobile,ES
sess_10549,desktop,ES
sess_10550,mobile,ES
sess_10551,desktop,FR
sess_10552,mobile,MX
sess_10553,mobile,IT
sess_10554,desktop,PT
sess_10555,mobile,DE
sess_10556,mobile,ES
sess_10557,mobile,DE
sess_10558,desktop,ES
sess_10559,mobile,IT
sess_10560,desktop,FR
sess_10561,mobile,US
sess_10562,mobile,ES
sess_10563,mobile,ES
sess_10564,mobile,MX
sess_10565,mobile,ES
sess_10566,mobile,DE
sess_10567,mobile,DE
sess_10568,desktop,PT
sess_10569,mobile,CO
sess_10570,mobile,CO
sess_10571,desktop,ES
sess_10572,mobile,GB
sess_10573,mobile,IT
sess_10574,desktop,IT
sess_10575,desktop,ES
sess_10576,mobile,DE
sess_10577,desktop,US
sess_10578,mobile,AR
sess_10579,mobile,FR
sess_10580,mobile,ES
sess_10581,desktop,FR
sess_10582,mobile,GB
sess_10583,mobile,DE
sess_10584,mobile,FR
sess_10585,mobile,ES
sess_10586,mobile,FR
sess_10587,mobile,FR
sess_10588,mobile,MX
sess_10589,mobile,IT
sess_10590,mobile,FR
sess_10591,mobile,IT
sess_10592,mobile,ES
sess_10593,mobile,CO
sess_10594,desktop,FR
sess_10595,mobile,FR
sess_10596,desktop,FR
sess_10597,mobile,DE
sess_10598,mobile,DE
sess_10599,mobile,DE
sess_10600,mobile,ES
sess_10601,mobile,FR
sess_10602,mobile,ES
sess_10603,mobile,DE
sess_10604,mobile,ES
sess_10605,mobile,IT
sess_10606,mobile,PT
sess_10607,mobile,AR
sess_10608,mobile,FR
sess_10609,desktop,FR
sess_10610,mobile,ES
sess_10611,desktop,DE
sess_10612,mobile,GB
sess_10613,mobile,ES
sess_10614,desktop,FR
sess_10615,desktop,PT
sess_10616,mobile,PT
sess_10617,mobile,ES
sess_10618,desktop,IT
sess_10619,desktop,ES
sess_10620,mobile,ES
sess_10621,mobile,AR
sess_10622,mobile,GB
sess_10623,mobile,GB
sess_10624,mobile,ES
sess_10625,mobile,PT
sess_10626,mobile,FR
sess_10627,desktop,FR
sess_10628,mobile,IT
sess_10629,mobile,ES
sess_10630,desktop,GB
sess_10631,desktop,IT
sess_10632,mobile,ES
sess_10633,mobile,ES
sess_10634,mobile,ES
sess_10635,mobile,ES
sess_10636,mobile,IT
sess_10637,mobile,PT
sess_10638,mobile,ES
sess_10639,mobile,ES
sess_10640,mobile,IT
sess_10641,mobile,GB
sess_10642,mobile,FR
sess_10643,mobile,FR
sess_10644,mobile,IT
sess_10645,desktop,ES
sess_10646,mobile,ES
sess_10647,desktop,DE
sess_10648,desktop,IT
sess_10649,mobile,IT
sess_10650,mobile,DE
sess_10651,mobile,DE
sess_10652,mobile,ES
sess_10653,desktop,FR
sess_10654,mobile,ES
sess_10655,mobile,ES
sess_10656,mobile,DE
sess_10657,mobile,PT
sess_10658,mobile,CO
sess_10659,mobile,IT
sess_10660,mobile,ES
sess_10661,desktop,ES
sess_10662,mobile,GB
sess_10663,mobile,IT
sess_10664,mobile,IT
sess_10665,mobile,GB
sess_10666,mobile,DE
sess_10667,mobile,PT
sess_10668,mobile,ES
sess_10669,mobile,DE
sess_10670,mobile,PT
sess_10671,desktop,ES
sess_10672,mobile,IT
sess_10673,mobile,FR
sess_10674,mobile,MX
sess_10675,desktop,ES
sess_10676,mobile,IT
sess_10677,mobile,ES
sess_10678,desktop,DE
sess_10679,desktop,ES
sess_10680,desktop,ES
sess_10681,mobile,FR
sess_10682,mobile,AR
sess_10683,desktop,ES
sess_10684,desktop,ES
sess_10685,mobile,GB
sess_10686,mobile,IT
sess_10687,mobile,AR
sess_10688,desktop,ES
sess_10689,mobile,IT
sess_10690,mobile,ES
sess_10691,mobile,ES
sess_10692,mobile,DE
sess_10693,mobile,IT
sess_10694,mobile,GB
sess_10695,mobile,FR
sess_10696,mobile,FR
sess_10697,mobile,FR
sess_10698,mobile,US
sess_10699,mobile,ES
sess_10700,mobile,ES
sess_10701,mobile,FR
sess_10702,mobile,IT
sess_10703,mobile,ES
sess_10704,mobile,AR
sess_10705,desktop,ES
sess_10706,mobile,AR
sess_10707,desktop,ES
sess_10708,mobile,DE
sess_10709,desktop,AR
sess_10710,desktop,ES
sess_10711,mobile,CO
sess_10712,mobile,FR
sess_10713,mobile,MX
sess_10714,mobile,DE
sess_10715,desktop,FR
sess_10716,desktop,ES
sess_10717,desktop,FR
sess_10718,mobile,ES
sess_10719,desktop,ES
sess_10720,desktop,ES
sess_10721,mobile,FR
sess_10722,mobile,GB
sess_10723,desktop,ES
sess_10724,mobile,ES
sess_10725,desktop,IT
sess_10726,mobile,ES
sess_10727,desktop,ES
sess_10728,mobile,ES
sess_10729,mobile,MX
sess_10730,mobile,GB
sess_10731,desktop,FR
sess_10732,desktop,DE
sess_10733,mobile,IT
sess_10734,mobile,DE
sess_10735,desktop,DE
sess_10736,mobile,IT
sess_10737,desktop,ES
sess_10738,mobile,ES
sess_10739,mobile,FR
sess_10740,mobile,AR
sess_10741,mobile,IT
sess_10742,desktop,PT
sess_10743,mobile,US
sess_10744,mobile,ES
sess_10745,desktop,DE
sess_10746,mobile,DE
sess_10747,mobile,CO
sess_10748,desktop,US
sess_10749,mobile,DE
sess_10750,mobile,ES
sess_10751,desktop,GB
sess_10752,mobile,ES
sess_10753,mobile,GB
sess_10754,mobile,AR
sess_10755,desktop,FR
sess_10756,mobile,IT
sess_10757,mobile,FR
sess_10758,desktop,FR
sess_10759,desktop,FR
sess_10760,mobile,GB
sess_10761,mobile,MX
sess_10762,mobile,MX
sess_10763,desktop,ES
sess_10764,mobile,PT
sess_10765,mobile,DE
sess_10766,desktop,ES
sess_10767,desktop,ES
sess_10768,mobile,ES
sess_10769,desktop,AR
sess_10770,mobile,IT
sess_10771,desktop,DE
sess_10772,mobile,ES
sess_10773,mobile,DE
sess_10774,desktop,ES
sess_10775,mobile,FR
sess_10776,mobile,IT
sess_10777,desktop,ES
sess_10778,desktop,GB
sess_10779,mobile,ES
sess_10780,desktop,DE
sess_10781,mobile,FR
sess_10782,mobile,IT
sess_10783,mobile,ES
sess_10784,mobile,ES
sess_10785,desktop,AR
sess_10786,mobile,ES
sess_10787,mobile,GB
sess_10788,mobile,US
sess_10789,desktop,ES
sess_10790,mobile,ES
sess_10791,mobile,DE
sess_10792,mobile,CO
sess_10793,mobile,AR
sess_10794,mobile,IT
sess_10795,desktop,GB
sess_10796,desktop,ES
sess_10797,mobile,CO
sess_10798,desktop,CO
sess_10799,desktop,ES
sess_10800,desktop,ES
sess_10801,mobile,ES
sess_10802,mobile,ES
sess_10803,mobile,GB
sess_10804,mobile,FR
sess_10805,desktop,ES
sess_10806,desktop,FR
sess_10807,desktop,US
sess_10808,mobile,IT
sess_10809,mobile,FR
sess_10810,desktop,ES
sess_10811,desktop,US
sess_10812,mobile,GB
sess_10813,desktop,ES
sess_10814,desktop,ES
sess_10815,mobile,ES
sess_10816,mobile,ES
sess_10817,mobile,IT
sess_10818,mobile,MX
sess_10819,mobile,FR
sess_10820,desktop,PT
sess_10821,mobile,FR
sess_10822,mobile,DE
sess_10823,mobile,DE
sess_10824,mobile,ES
sess_10825,desktop,FR
sess_10826,mobile,IT
sess_10827,mobile,ES
sess_10828,desktop,FR
sess_10829,mobile,IT
sess_10830,mobile,US
sess_10831,mobile,FR
sess_10832,mobile,GB
sess_10833,mobile,FR
sess_10834,mobile,GB
sess_10835,mobile,IT
sess_10836,desktop,AR
sess_10837,mobile,FR
sess_10838,mobile,IT
sess_10839,mobile,IT
sess_10840,mobile,FR
sess_10841,desktop,ES
sess_10842,mobile,ES
sess_10843,desktop,ES
sess_10844,mobile,PT
sess_10845,mobile,ES
sess_10846,mobile,ES
sess_10847,desktop,DE
sess_10848,mobile,FR
sess_10849,mobile,IT
sess_10850,mobile,ES
sess_10851,desktop,MX
sess_10852,mobile,PT
sess_10853,desktop,PT
sess_10854,mobile,FR
sess_10855,mobile,GB
sess_10856,mobile,ES
sess_10857,mobile,ES
sess_10858,mobile,ES
sess_10859,mobile,IT
sess_10860,desktop,FR
sess_10861,mobile,IT
sess_10862,mobile,ES
sess_10863,mobile,FR
sess_10864,mobile,DE
sess_10865,mobile,FR
sess_10866,mobile,DE
sess_10867,mobile,ES
sess_10868,desktop,GB
sess_10869,desktop,IT
sess_10870,mobile,ES
sess_10871,mobile,ES
sess_10872,mobile,IT
sess_10873,mobile,GB
sess_10874,mobile,FR
sess_10875,mobile,ES
sess_10876,desktop,PT
sess_10877,desktop,DE
sess_10878,mobile,FR
sess_10879,mobile,FR
sess_10880,mobile,ES
sess_10881,desktop,IT
sess_10882,mobile,FR
sess_10883,mobile,US
sess_10884,desktop,FR
sess_10885,mobile,FR
sess_10886,desktop,IT
sess_10887,mobile,AR
sess_10888,mobile,GB
sess_10889,mobile,FR
sess_10890,desktop,DE
sess_10891,desktop,IT
sess_10892,desktop,FR
sess_10893,mobile,ES
sess_10894,desktop,FR
sess_10895,mobile,ES
sess_10896,mobile,AR
sess_10897,desktop,FR
sess_10898,mobile,MX
sess_10899,mobile,IT
sess_10900,mobile,IT
sess_10901,mobile,IT
sess_10902,mobile,ES
sess_10903,mobile,FR
sess_10904,mobile,ES
sess_10905,desktop,IT
sess_10906,desktop,FR
sess_10907,mobile,GB
sess_10908,mobile,ES
sess_10909,mobile,ES
sess_10910,mobile,FR
sess_10911,mobile,MX
sess_10912,mobile,DE
sess_10913,mobile,FR
sess_10914,mobile,IT
sess_10915,mobile,ES
sess_10916,mobile,US
sess_10917,desktop,DE
sess_10918,desktop,ES
sess_10919,mobile,IT
sess_10920,desktop,ES
sess_10921,mobile,CO
sess_10922,desktop,ES
sess_10923,desktop,IT
sess_10924,mobile,ES
sess_10925,mobile,DE
sess_10926,mobile,GB
sess_10927,mobile,DE
sess_10928,mobile,IT
sess_10929,mobile,AR
sess_10930,mobile,ES
sess_10931,desktop,FR
sess_10932,desktop,ES
sess_10933,mobile,US
sess_10934,mobile,FR
sess_10935,mobile,DE
sess_10936,mobile,DE
sess_10937,desktop,ES
sess_10938,mobile,ES
sess_10939,mobile,ES
sess_10940,mobile,FR
sess_10941,mobile,ES
sess_10942,desktop,ES
sess_10943,desktop,PT
sess_10944,mobile,CO
sess_10945,mobile,FR
sess_10946,mobile,FR
sess_10947,desktop,ES
sess_10948,desktop,DE
sess_10949,mobile,GB
sess_10950,mobile,ES
sess_10951,desktop,ES
sess_10952,mobile,GB
sess_10953,desktop,IT
sess_10954,mobile,ES
sess_10955,mobile,IT
sess_10956,mobile,FR
sess_10957,mobile,FR
sess_10958,mobile,GB
sess_10959,desktop,GB
sess_10960,mobile,FR
sess_10961,mobile,MX
sess_10962,mobile,FR
sess_10963,mobile,GB
sess_10964,mobile,FR
sess_10965,mobile,AR
sess_10966,desktop,AR
sess_10967,mobile,ES
sess_10968,mobile,MX
sess_10969,mobile,GB
sess_10970,desktop,GB
sess_10971,desktop,ES
sess_10972,desktop,GB
sess_10973,mobile,PT
sess_10974,mobile,ES
sess_10975,mobile,MX
sess_10976,mobile,ES
sess_10977,mobile,ES
sess_10978,mobile,IT
sess_10979,mobile,IT
sess_10980,mobile,IT
sess_10981,desktop,ES
sess_10982,mobile,CO
sess_10983,mobile,ES
sess_10984,desktop,ES
sess_10985,mobile,ES
sess_10986,desktop,IT
sess_10987,mobile,MX
sess_10988,mobile,DE
sess_10989,desktop,GB
sess_10990,desktop,ES
sess_10991,desktop,IT
sess_10992,mobile,FR
sess_10993,mobile,FR
sess_10994,mobile,ES
sess_10995,mobile,DE
sess_10996,desktop,IT
sess_10997,mobile,GB
sess_10998,desktop,FR
sess_10999,mobile,ES
sess_11000,mobile,IT
sess_11001,mobile,ES
sess_11002,desktop,PT
sess_11003,desktop,IT
sess_11004,desktop,ES
sess_11005,desktop,CO
sess_11006,desktop,IT
sess_11007,desktop,ES
sess_11008,mobile,IT
sess_11009,mobile,ES
sess_11010,mobile,GB
sess_11011,desktop,GB
sess_11012,desktop,CO
sess_11013,mobile,IT
sess_11014,desktop,FR
sess_11015,desktop,GB
sess_11016,mobile,ES
sess_11017,mobile,IT
sess_11018,desktop,IT
sess_11019,mobile,ES
sess_11020,desktop,FR
sess_11021,mobile,PT
sess_11022,desktop,PT
sess_11023,desktop,ES
sess_11024,desktop,ES
sess_11025,mobile,ES
sess_11026,desktop,PT
sess_11027,desktop,ES
sess_11028,mobile,DE
sess_11029,desktop,ES
sess_11030,mobile,IT
sess_11031,mobile,FR
sess_11032,mobile,GB
sess_11033,mobile,ES
sess_11034,mobile,IT
sess_11035,desktop,ES
sess_11036,mobile,DE
sess_11037,desktop,PT
sess_11038,mobile,ES
sess_11039,mobile,PT
sess_11040,mobile,IT
sess_11041,desktop,ES
sess_11042,mobile,FR
sess_11043,mobile,ES
sess_11044,desktop,DE
sess_11045,mobile,GB
sess_11046,mobile,ES
sess_11047,mobile,IT
sess_11048,desktop,GB
sess_11049,mobile,MX
sess_11050,desktop,IT
sess_11051,mobile,MX
sess_11052,desktop,IT
sess_11053,desktop,FR
sess_11054,desktop,PT
sess_11055,mobile,FR
sess_11056,desktop,FR
sess_11057,mobile,FR
sess_11058,mobile,PT
sess_11059,mobile,PT
sess_11060,desktop,FR
sess_11061,desktop,FR
sess_11062,desktop,FR
sess_11063,mobile,IT
sess_11064,mobile,ES
sess_11065,desktop,GB
sess_11066,mobile,FR
sess_11067,mobile,FR
sess_11068,mobile,ES
sess_11069,mobile,ES
sess_11070,mobile,MX
sess_11071,mobile,FR
sess_11072,mobile,ES
sess_11073,mobile,FR
sess_11074,desktop,FR
sess_11075,mobile,ES
sess_11076,mobile,FR
